,tweet_text,pos_rev,neg_rev,neutral_or_unknown,google_product
764,@mention Route around traffic is saving Google Maps users 2 years everyday #sxsw,1,0,0,1
765,Google's route around traffic function saves users 2 years EVERY DAY. Good for future? ÛÓ Marissa Mayer at #sxsw,1,0,0,1
766,Android growing super fast. At Lustre Pearl - Team Android party for @mention @mention @mention just walked in. #androidsxsw #sxsw,1,0,0,1
767,SXSW: Foursquare updates its merchant platform with new ÛÏSpecialsÛ {link} #Android #FlashSpecial #free #iPhone #SXSW,1,0,0,1
768,Awesome! RT @mention Yes! Gowalla wins best Andoid app at the Team Android Choice Awards. Thanks all! #sxsw,1,0,0,1
769,"So true: RT @mention &amp; @mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW.",1,0,0,1
770,Google earth engine are providing tech to indigenous tribes to report on statuses of forests. This is more like it #saveustechies #sxsw,1,0,0,1
771,"Google Party is at GSD&amp;M (Google Map it). #SXSW badge gets u in. Free food, drinks, music. Big place. No line. Great party. Come!",1,0,0,1
772,"Google party, don't think they are checking for badges if you say your on list. Free food and booze. #frood #sxsw CC @mention",1,0,0,1
773,Google party! #sxsw (@mention GSD&amp;M w/ 157 others) {link},1,0,0,1
774,Google party. Photo booth fun. #SXSW {link},1,0,0,1
775,"Per this rumor, Google may preview its big social strategy at an '80s-themed costume party at #SXSW. Yep. {link} {link}",1,0,0,1
776,10 minutes 'til Marissa Mayer from google takes the stage #sxsw,1,0,0,1
777,"Google has &quot;got a lot better&quot; at protecting users' privacy with location-based tools over past 12 months, says Mayer #sxsw",1,0,0,1
778,Up next is &quot;Left Brain Search = Google. Right Brain Search = X&quot;. (Thx to @mention for the vote. :) ) {link} #SXSW,1,0,0,1
779,Blogger is about due for an update... Google finally takes action and will showcase the new design at #SXSW {link},1,0,0,1
780,Wish I was at #SXSW meeting with everyone in #TeamAndroid and the rest of the Android community. I will be there next year.,1,0,0,1
781,#Google 's Coming Location Dominance at #SXSW | PCMag.com {link},0,0,1,1
782,This looks fun. Party Like It's 1986 hosted by Google and the ACLUs of N California and Texas #SXSW,1,0,0,1
783,Reid cites Google's Route Around as a good start to realtime/near realtime data {link} @mention #sxsw,1,0,0,1
784,&quot;This Google/Bing Q&amp;A panel is like the world's most expensive SEO consultation.&quot; -@mention  #SXSW,0,1,0,1
785,Google was incapable of doing disruptive innovation- and acquired 89 startups over the last few years @mention #leanstartup #sxsw,0,1,0,1
786,"Okay, this is really it: yay new @mention for #Android app!!!!11 kthxbai. #sxsw",1,0,0,1
787,"So jealous of @mention who is at the team #android event at #sxsw #androidsxsw. Get some swag, girl!!!!!",1,0,0,1
788,YouTube is second largest search engine (globally) after Google says @mention #discotalk #sxsw,1,0,0,1
789,"#SXSW does the world really needs Google Circles, Fb will just implement it eventually",0,1,0,1
790,At an 80's theem Google party and Spazmatic is kill'n the stage!! HOOOOOOOoOoOOOo!!!! #SXSW,1,0,0,1
791,wish I was with @mention listening to google's Marissa Mayer discuss new products including google hotpot - watch out yelp! #SXSW,1,0,0,1
792,Good times with mashable  and the with google and the ACLU. Awesome #sxsw,1,0,0,1
793,"#sxsw news: Google to Launch Major New Social Network Called Circles, Possibly Today {link}",1,0,0,1
794,Robot wars. Steampunk time machines. Mystery boxes of electronics. Awesome Austin tacos. Super Happy Dev House + Google win #sxsw.,1,0,0,1
795,Hey Marissa Mayer. Please tell us something new. Not about products Google launched months ago. #sxsw,0,1,0,1
796,Anyone else having issues with gmail and using google services? #SXSW.,0,1,0,1
797,Anyone else having trouble synching your schedule with the android sxsw go app? #sxsw,0,1,0,1
798,"#socialmuse only on #Android available, genius lookalike, no music listening #appcircus #sxsw",1,0,0,1
799,I still use Tweetie for Mac &amp; I'm running Leopard. I'll be a pariah at #SXSW! I wish I at least had an Android! SOMETHING TO MAKE ME COOL.,1,0,0,1
800,Gonna go see about rockin the Google party like a boss. #sxsw,1,0,0,1
801,Syked to see Google's @mention talk about stuff.  #SXSW,1,0,0,1
802,At #SXSW seeing a demo of #Google maps for mobile 5.2. 3D rotational viewing is very cool,1,0,0,1
803,#Circles set to fail for being too complicated by June. RT @mention Google set to launch new social network #Circles today at #sxsw,0,1,0,1
804,Great  museum naive presentation Google Art Project . Funny but cool. #sxsw,1,0,0,1
805,Just finished taking photos in the #Google photobooth! You know I heart you! #SXSW (@mention Maggie Mae's w/ 101 others) {link},1,0,0,1
806,Chris Messina from Google dropping knowledge about web identity. Coming to the Hyatt was the right move. #sxsw,1,0,0,1
807,Spending some time this morning resetting my android phone.  First day of #sxsw was too much for it.,0,1,0,1
808,@mention sounds good.I look forward to learning more.My quick google to learn more also produced: {link} #sxsw,1,0,0,1
809,Google possibly  launching a social media service - again... #sxsw {link},0,1,0,1
810,Google lost its way by caring too much for the business vs. the users' - @mention #psych #sxsw,0,1,0,1
811,Woot!! Just won the #google #lego hackathon competition. #SXSW #startupbus #cle,1,0,0,1
812,"#qagb #sxsw Timely! RT @mention Bing's search engine share continues to rise, up to 13.6%. Google still tops at 65.4% {link}",1,0,0,1
813,THE BIG #SXSW RUMOR: Google to launch ludicon based &quot;Circles&quot; facebook killer. Supposedly @mention already saw it and it's ossum.,1,0,0,1
814,Huzzah! RT @mention Yes! Gowalla wins best Andoid app at the Team Android Choice Awards. Thanks all! #sxsw,1,0,0,1
815,Can't wait anymore!!! :)) &quot;Google to Launch Major New Social Network Called Circles&quot; (via @mention {link} #google #circles #sxsw,1,0,0,1
816,"I can just feel the buzz!RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",1,0,0,1
817,Arrived at Google and @mention #SXSW party. Awesome.,1,0,0,1
818,#sxsw Just got a Samsung Focus (windows 7) phone at the android dev meetup. We're excited to try it out and build something.,1,0,0,1
819,"Terms that have high resonance right now #sxsw: Marisa Mater, Google maps and places hotspot.",1,0,0,1
820,Excitement in the social network space with Google's circles {link} #sxsw,1,0,0,1
821,Is it just me or has the @mention client for Android gotten really buggy lately? #SXSW to blame?,0,1,0,1
822,Huge shout out to GSDM &amp; Google for the kick ass party tonight! We had an unbelievable time. #SXSW,1,0,0,1
823,Google Hot Pot - what the whattt pot....#SXSW,0,0,1,1
824,"Google Art Project - like street view, except in art museums around the world. Incl. 7 BILLION pixel image of Starry Night. Dang! #sxsw",1,0,0,1
825,"Wow&lt;&lt;ÛÏ@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswÛ",1,0,0,1
826,#sxsw what's up with the sxsw go app? #android faulty. :(,0,1,0,1
827,"someone started an #austin @mention group in google groups, pre-#sxsw. great idea",1,0,0,1
828,She's my tech idol. Send highlights! RT @mention Watching Google's Marissa Mayer speak.  #marissagoogle #sxsw,1,0,0,1
829,Very excited about this. Marissa Mayer of Google. #SXSW #sxtxstate  {link},1,0,0,1
830,Photo booth action at the @mention and Google party! Who doesn't love a good photo booth #sxsw  {link},1,0,0,1
831,@mention Thanks re: #SXSW android app. checking it out {link},1,0,0,1
832,Watching the 3D rendering that the #google team put together is awe inspiring. Its like we're the Jetsons. #MarissaGoogle #sxsw,1,0,0,1
833,"Why yes, the google party *does* have glowing cups! #sxsw  {link}",1,0,0,1
834,@mention They're journalists. They just spent all their money on #sxsw passes. Who can afford Google TV?,0,1,0,1
835,@mention this time next week Google party at #SXSW!,1,0,0,1
836,"Dear @mention , please tell us soon about Google Circles, as unveiled at #SxSW. Thanks!",1,0,0,1
837,P.S. @mention and Google throw a b!tchin' party. Shout out to The Spazmatics #sxsw,1,0,0,1
838,"Grab @mention for #betainvites #sxsw! @mention new Android camera, raises $1.1M from Valley players bit.ly/eA1zgD /via @mention",1,0,0,1
839,From @mention Marissa Mayer: 40% Of Google Maps Use Mobile #sxsw {link},1,0,0,1
840,Google Latitude Check-ins Follow Foursquare Rewards at SXSW {link} #free #GoogleLa #GoogleMarch #SXSW,0,0,1,1
841,Google Latitude to make a big push at #SXSW..will they breakthrough this year? {link},1,0,0,1
842,Mobile activations of @mention up 200% in 9 months with android taking huge market share #SXSWMobileApps #SXSW #AccessSXSW,1,0,0,1
843,"San Jose to Austin.  I am surrounded by Apple and Google peeps, every tech nerds dream. Time turn up the charm and find a new bff #sxsw",1,0,0,1
844,"We start to compete with the bigger guys now, like Google. #checkins #pnid #sxsw",1,0,0,1
845,"Google Hotpot - &quot;Not as good as other services, but we will force it on you anyways.&quot; #SXSW",0,1,0,1
846,Google Hotpot is a new app that let's people rate where they are. I guess its a logical business progression for them #MarissaGoogle #sxsw,1,0,0,1
847,"Google hotpot- rate restaurants and get personalized recos on where to eat. Um, think foursquare, yelp, etc have this covered already. #SXSW",1,0,0,1
848,"google hotpot= yelp killer?  Very impressive integration, personalized recommendations, and really fast @mention #SXSW",1,0,0,1
849,"Sounds intriguing... RT @mention Lots of chatter around Google's new social network, Circles #SXSW -KEK",1,0,0,1
850,"The Industry Party #GSDM #Google was a grand affair.
#SXSW",1,0,0,1
851,"Perfect attention to detail RT @mention Google recreated the code for Pac-Man for their doodle, original bugs included. #sxsw #googledoodles",0,1,0,1
852,Google could = search engines. Google instead = useful information. #savebrands #sxsw,1,0,0,1
853,"Google would be a great partner for us, says @mention Looking for more distribution and better products. #sxsw",1,0,0,1
854,Google launches Route Around Traffic - offers 3 options to keep you out of traffic. Saves 2yrs worth of time...every day. #sxsw,1,0,0,1
855,Route around traffic from google maps saves users 2 years worth of time...everyday #sxsw,1,0,0,1
856,Route around traffic' google maps feature is saving their users 2 years in time. Every day. #SXSW #holytrafficjams,1,0,0,1
857,Heading out to the Google/ACLU/EFF party. Yep. Me and Google. Throwing them back. Reliving old times. Should be fun. ##sxsw,1,0,0,1
858,Google route around traffic saving drivers 2 years of time per day by finding best route. #sxsw,1,0,0,1
859,Google Route-Around Traffic is pretty sweet. Route-Around is saving users 2 years each day! Efficient for time and the environment. #SXSW,1,0,0,1
860,Ben benieuwd! RT @mention We interrupt your regularly scheduled #sxsw geek programming with big news {link}  #google #circles,1,0,0,1
861,"Google dev at the panel indicates that Android now has a Screen Reader that works with widgets, native ui, web views and the browser #SXSW",1,0,0,1
862,Users drive 12B+ miles a year with Google Maps Navigation ^JR #sxsw,1,0,0,1
863,fuck I love Austin. Just left the Youtube Google party at Maggie Maes. Fun times! Got some Youtube Tube Socks. LOL #sxsw #austin,1,0,0,1
864,"Bounced over to catch Google's Marissa Mayer speak. Always admired her - intelligent, classy, successful. #girlcrush #sxsw",1,0,0,1
865,Auntie's voxpop of  popular #sxsw apps is worth a watch: {link} Not many Android phones on view.,0,1,0,1
866,Need a few #android loving volunteers from 10:45am-3 at #sxsw,1,0,0,1
867,Don't know 1 user RT @mention Who uses Google TV in this room? Nobody raises a hand in a packed room at the #socialviewing session at #sxsw,0,1,0,1
868,"Free #SXSW streams/downloads via new free Winamp app in Android market, direct link to app download in market {link}",1,0,0,1
869,#SXSW I tweeted too fast it appears Google may do a preview today of Circles their new Social endeavor.,1,0,0,1
870,"@mention Well, I hope you make it easier for me to FIND you. I have a little Android who wants to say HI! #sxsw#",1,0,0,1
871,@mention what did you think of google presentation? Nice to see more retail peeps at #sxsw,1,0,0,1
872,"Walkin down the street @mention is navigating via Google, I'm tweeting and random guy is yelping!! Welcome to #SXSW!!",1,0,0,1
873,Great 3D XML visualization of skiers using Google location data. #sxsw,1,0,0,1
874,"Group #Texting War Heats Up: Fast Society Launches New Android App, Updates iPhone App: #SXSWÛ_ {link}",1,0,0,1
875,Biomimicry as the basis of design and problem solving. Google studying flocking and swarming behavior to understand collab. Brilliant. #sxsw,1,0,0,1
876,It's crazy how much culture is documented in google doodles. #sxsw,1,0,0,1
877,"Looks very interesting RT@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",1,0,0,1
878,Creativity prompt: use Google maps to virtually take a walk you used to take as a kid; see what memories come up. (courtesy @mention #SXSW,1,0,0,1
879,Absolutely!  RT @mention Timely good schtuff from Google (People Finder 4 japan quake) {link} #iQlab #sxsw,1,0,0,1
880,Good job y'all!  RT @mention Yes! Gowalla wins best Andoid app at the Team Android Choice Awards. Thanks all! #sxsw,1,0,0,1
881,"Diller says Google TV &quot;might be run over by the PlayStation and the Xbox, which are essentially ready today.&quot; #sxsw #diller",0,1,0,1
